Defect ID,Summary,Module,Severity,Priority,Status,Logged Date,Closed Date,Root Cause,Type
D0836,Paper lot physical full economic character base.,HR,Medium,P2,Open,2025-01-22,,Data Conversion,Data
D0837,Will miss suffer parent station until.,Inventory,Critical,P3,Closed,2025-03-22,2025-03-29,Security,Functional
D0838,Explain job no once protect star.,Procurement,Low,P1,Closed,2025-01-17,2025-03-07,Integration,UI
D0839,Short high amount huge less.,Inventory,Medium,P1,Closed,2025-04-05,2025-04-09,Security,UI
D0840,Resource lot north might threat billion us along.,Finance,Critical,P1,Open,2025-04-02,,Performance,Data
D0841,Crime shake place during.,Accounts Receivable,Low,P1,Reopened,2025-03-03,,Data Conversion,Technical
D0842,Outside usually big prove.,Inventory,Medium,P2,Closed,2025-03-24,2025-04-06,Configuration,UI
D0843,Baby end when popular include north.,Sales,Low,P2,Open,2025-03-27,,Security,Technical
D0844,Church whose attorney election star.,Inventory,Low,P3,Open,2025-03-02,,Performance,Functional
D0845,Leg several man create say sit continue.,Finance,High,P2,Reopened,2025-02-27,,Configuration,Functional
D0846,Figure wait provide mean guy marriage along pattern.,Inventory,Medium,P3,In Progress,2025-04-10,,Integration,Data
D0847,Order ball watch arrive travel beat.,Sales,Critical,P1,Closed,2025-04-13,2025-04-15,Configuration,Technical
D0848,Standard spend two prevent majority energy.,HR,Medium,P3,In Progress,2025-03-10,,Performance,UI
D0849,City early run pick.,Inventory,Medium,P3,Reopened,2025-03-02,,Configuration,Data
D0850,I speech western give idea.,Procurement,Low,P2,Closed,2025-04-01,2025-04-04,Configuration,Technical
D0851,Change financial democratic maintain almost different.,Sales,Low,P2,Open,2025-03-20,,UI Gap,UI
D0852,By add leader win show thank.,Inventory,Critical,P3,In Progress,2025-02-27,,Security,UI
D0853,Nothing admit born bank fund.,Procurement,High,P1,Open,2025-04-06,,Configuration,UI
D0854,City home affect across yeah own develop.,Accounts Payable,Critical,P3,Reopened,2025-02-13,,Performance,Functional
D0855,Wall participant thought.,HR,Medium,P1,Closed,2025-01-30,2025-02-03,Data Conversion,Functional
D0856,Pattern expect create dream think cost foot Mr.,Inventory,Critical,P3,Closed,2025-04-10,2025-04-14,Performance,UI
D0857,Couple particular future million.,Accounts Payable,Low,P1,Closed,2025-02-20,2025-02-23,UI Gap,Functional
D0858,Difference difference hospital.,Accounts Receivable,Low,P2,In Progress,2025-01-26,,Security,Technical
D0859,Level expect attorney community kind start break.,Procurement,Low,P1,Open,2025-02-25,,Configuration,UI
D0860,Peace deal similar start field.,Sales,Medium,P2,In Progress,2025-01-29,,UI Gap,UI
D0861,Goal buy result finally institution.,Inventory,Low,P2,Closed,2025-02-27,2025-04-07,UI Gap,UI
D0862,It fear girl put reason single set.,Finance,Low,P2,Open,2025-03-01,,Security,UI
D0863,Commercial play general push.,Accounts Receivable,Critical,P1,Open,2025-02-28,,Integration,Functional
D0864,Teacher reality successful success.,Accounts Receivable,Medium,P1,In Progress,2025-02-01,,Configuration,Functional
D0865,Often street itself source mind trip appear.,Sales,Low,P1,Reopened,2025-01-22,,Data Conversion,Data
D0866,Position money option yes type.,Finance,Critical,P1,Open,2025-01-17,,Security,UI
D0867,Enter area far crime.,Accounts Payable,Low,P1,Open,2025-03-17,,UI Gap,UI
D0868,Huge pretty music exist rock order spring.,Finance,Critical,P3,Closed,2025-03-21,2025-04-08,UI Gap,Data
D0869,Feel exactly upon imagine strong.,Accounts Receivable,Low,P2,In Progress,2025-01-31,,Data Conversion,UI
D0870,Only section paper remain behind compare serve consider.,Accounts Payable,High,P1,In Progress,2025-02-15,,Performance,Data
D0871,Stand somebody box place much drug.,Procurement,Critical,P2,Reopened,2025-03-30,,Data Conversion,Functional
D0872,Fall stay service create paper control.,Finance,Medium,P3,Open,2025-03-09,,Performance,Functional
D0873,Message manager establish.,Procurement,Medium,P3,Open,2025-03-21,,Security,Functional
D0874,Table long southern reduce store church dog return.,Finance,Critical,P2,Closed,2025-03-06,2025-03-25,Integration,Technical
D0875,Surface movement table give local among.,Accounts Receivable,High,P2,Reopened,2025-01-23,,Performance,Data
D0876,Reflect stand defense under class I arrive.,HR,Critical,P2,Closed,2025-03-29,2025-04-05,Configuration,UI
D0877,College worker deal yard.,Sales,Low,P2,Closed,2025-03-24,2025-03-31,Security,Data
D0878,Perhaps business fund life.,Procurement,Critical,P2,In Progress,2025-01-25,,UI Gap,Functional
D0879,Training open attorney smile.,HR,Low,P3,Reopened,2025-01-19,,Performance,Functional
D0880,Quite bar edge.,Finance,Low,P1,In Progress,2025-04-11,,Integration,Functional
D0881,Chance gun present event black whom close.,Sales,Medium,P2,Closed,2025-04-15,2025-04-15,Configuration,Functional
D0882,Wish raise pressure purpose.,Inventory,Critical,P1,In Progress,2025-02-13,,Performance,UI
D0883,Picture finally about term something record effect.,Finance,Low,P3,Closed,2025-02-16,2025-03-02,Data Conversion,Technical
D0884,Grow south picture painting bad sell.,Accounts Receivable,High,P1,Closed,2025-03-12,2025-04-04,Security,UI
D0885,Ground skill friend alone cover few game.,Sales,Low,P3,Open,2025-01-26,,UI Gap,UI
D0886,Ball value service similar source hair.,Procurement,Medium,P2,In Progress,2025-04-13,,UI Gap,Data
D0887,Building year exist might.,Inventory,High,P3,Reopened,2025-04-06,,Data Conversion,Data
D0888,Whether trip direction wait protect not.,Inventory,Medium,P3,In Progress,2025-03-26,,Integration,Technical
D0889,Young some claim also media.,Sales,Low,P3,Reopened,2025-04-02,,Integration,Data
D0890,Not bag book tend direction.,Procurement,Medium,P2,Reopened,2025-03-25,,Integration,Technical
D0891,Eye none day three night forward surface.,Finance,Low,P3,In Progress,2025-02-18,,Performance,UI
D0892,Student side fast movie message.,Sales,Low,P2,In Progress,2025-04-14,,Data Conversion,Technical
D0893,Leader born share else.,Sales,Low,P3,Open,2025-03-12,,Performance,Data
D0894,Suddenly community book cup from second.,HR,Critical,P3,Open,2025-03-18,,Data Conversion,Data
D0895,To indeed feeling edge condition commercial culture up.,Procurement,High,P2,In Progress,2025-02-17,,Integration,Technical
D0896,Thank dark professor gun.,Finance,Medium,P2,Reopened,2025-01-30,,Configuration,Functional
D0897,Pattern test not lawyer sure civil identify around.,Accounts Payable,Low,P3,Closed,2025-02-28,2025-03-20,UI Gap,Data
D0898,Congress open future whatever.,Accounts Payable,Medium,P2,Closed,2025-02-21,2025-03-15,Security,UI
D0899,Should day safe close.,Procurement,Critical,P1,Reopened,2025-02-26,,Integration,UI
D0900,Better offer price week.,Procurement,Critical,P1,In Progress,2025-04-03,,Performance,Functional
D0901,Let home these peace.,Finance,Medium,P2,Reopened,2025-04-06,,UI Gap,Data
D0902,Position population office.,Accounts Payable,Critical,P2,Closed,2025-03-25,2025-04-07,Integration,UI
D0903,Decide method PM middle sort.,Procurement,Medium,P2,Open,2025-01-18,,Integration,Functional
D0904,Everything wish before professor.,Accounts Payable,Medium,P1,Open,2025-03-28,,Security,Functional
D0905,Feeling message his necessary region purpose those.,Inventory,Critical,P2,Closed,2025-01-26,2025-04-07,UI Gap,UI
D0906,Community mission already foreign remain.,Accounts Receivable,Medium,P2,Closed,2025-03-09,2025-04-03,Data Conversion,Data
D0907,Report dark top effect food.,Finance,Low,P3,Reopened,2025-03-10,,Configuration,UI
D0908,Order manager investment area feel certainly light.,Accounts Payable,Low,P2,Reopened,2025-03-21,,Security,Data
D0909,Energy born dinner responsibility.,Accounts Receivable,Medium,P2,Open,2025-01-25,,Security,Technical
D0910,Others myself water meeting own mother.,HR,Critical,P1,In Progress,2025-04-15,,UI Gap,Functional
D0911,Attack them Republican international push my lead trip.,Inventory,Critical,P3,In Progress,2025-03-24,,Security,Technical
D0912,Point deal bag official now kind.,HR,Low,P2,In Progress,2025-03-14,,Data Conversion,Data
D0913,Service consumer best indeed.,Accounts Receivable,High,P1,Open,2025-03-19,,Security,Technical
D0914,Run attention anything special prepare by.,HR,Critical,P2,In Progress,2025-01-30,,Integration,Data
D0915,Choice there pass even away capital.,Finance,Low,P1,Reopened,2025-02-12,,Data Conversion,Functional
D0916,Push none hair appear.,Accounts Payable,Critical,P3,Reopened,2025-03-05,,Data Conversion,Technical
D0917,Note wait plant nice program various.,Sales,High,P2,In Progress,2025-02-22,,Data Conversion,UI
D0918,Election capital pull ten necessary interesting.,HR,Low,P1,Reopened,2025-03-18,,Integration,Functional
D0919,Benefit able Mrs prove trade.,HR,High,P3,In Progress,2025-01-16,,Integration,Data
D0920,Much within deep concern.,Procurement,High,P3,Closed,2025-02-10,2025-03-02,Security,Technical
D0921,Exactly eight cost member.,HR,Medium,P2,In Progress,2025-03-29,,Performance,UI
D0922,Fill attorney successful accept whom college.,Inventory,Critical,P3,Closed,2025-03-29,2025-04-13,Performance,Technical
D0923,Upon beat idea child country work than nice.,HR,Medium,P3,Reopened,2025-02-09,,UI Gap,Functional
D0924,Quickly method financial admit happy scene big.,Procurement,Medium,P3,Reopened,2025-02-04,,Security,UI
D0925,Child list group between forward use.,Accounts Receivable,High,P3,Reopened,2025-04-14,,Data Conversion,Data
D0926,Reach either throw.,Finance,High,P3,Open,2025-01-30,,Configuration,Technical
D0927,Time forward piece ground behavior.,Sales,Medium,P1,In Progress,2025-02-01,,UI Gap,UI
D0928,Research among activity participant three compare.,Procurement,Medium,P1,In Progress,2025-02-08,,Security,UI
D0929,Book ahead white police she result summer.,Procurement,Medium,P1,Open,2025-03-27,,Security,Data
D0930,Take data central wall discuss call police.,HR,Low,P2,Reopened,2025-03-03,,UI Gap,Functional
D0931,Grow else prepare.,HR,Medium,P1,Closed,2025-04-12,2025-04-13,Integration,Data
D0932,Our site capital range authority something cut result.,Accounts Payable,High,P3,Open,2025-01-29,,Performance,UI
D0933,Price thus case type mention learn professional.,Procurement,Medium,P2,Closed,2025-04-03,2025-04-07,Integration,Technical
D0934,Drive center buy special traditional.,Inventory,Medium,P1,Open,2025-03-28,,Data Conversion,Technical
D0935,Camera window letter this feeling to.,Procurement,Medium,P2,Closed,2025-03-03,2025-04-01,Security,Data
D0936,Interview strong play some.,Inventory,Critical,P1,Open,2025-03-27,,UI Gap,UI
D0937,Course type almost include probably program personal.,Finance,Low,P3,Open,2025-01-18,,Data Conversion,Technical
D0938,Seven true choice the thought up.,HR,High,P1,Open,2025-03-15,,Integration,UI
D0939,Call east writer break real either long.,Accounts Receivable,Critical,P1,In Progress,2025-01-21,,Integration,Technical
D0940,Price include scientist expert positive.,Finance,Medium,P2,Reopened,2025-03-04,,UI Gap,UI
D0941,Trade time would defense population measure table.,Finance,Critical,P3,Reopened,2025-02-18,,Performance,Technical
D0942,Treat response other toward serve lose.,Sales,Low,P3,Reopened,2025-03-17,,Security,UI
D0943,Act could important however figure.,Accounts Receivable,High,P1,Closed,2025-03-23,2025-03-27,Performance,Technical
D0944,Agent character member actually produce law picture.,Accounts Receivable,Critical,P1,Closed,2025-04-02,2025-04-03,UI Gap,Technical
D0945,Food up through green pass consider.,Inventory,Medium,P3,Closed,2025-03-20,2025-03-25,Integration,Technical
D0946,Game Mr professional establish special pull item artist.,Finance,Medium,P1,Closed,2025-03-14,2025-04-08,Security,Data
D0947,West price soon up some garden pattern.,Accounts Payable,High,P2,Open,2025-01-24,,Data Conversion,Technical
D0948,Cold his inside stand customer everyone.,Inventory,High,P2,Open,2025-03-19,,UI Gap,Data
D0949,Team thought attention career executive suggest.,Procurement,High,P3,Open,2025-02-06,,Performance,Data
D0950,Study house myself drop west arm.,HR,Critical,P2,Open,2025-02-24,,Security,Data
D0951,Painting environment south discussion.,Finance,Low,P1,Closed,2025-04-04,2025-04-07,UI Gap,Data
D0952,Someone though also end ability design compare debate.,Accounts Payable,Medium,P2,Closed,2025-03-01,2025-03-02,Security,Functional
D0953,Three couple line sound program.,Accounts Payable,High,P2,Open,2025-02-15,,Integration,UI
D0954,Suddenly certain recognize.,Accounts Receivable,Low,P1,In Progress,2025-03-09,,Data Conversion,UI
D0955,Say individual treat stage.,Inventory,High,P1,In Progress,2025-02-03,,Performance,Functional
D0956,He compare have miss police thank.,Inventory,Critical,P2,Reopened,2025-02-20,,Integration,Technical
D0957,Police either as ask matter.,Accounts Payable,Critical,P3,In Progress,2025-04-03,,Security,Data
D0958,Degree few community until rate.,Sales,Medium,P1,In Progress,2025-03-04,,Security,Technical
D0959,Own cup than see front front.,Finance,High,P2,Open,2025-03-18,,Integration,Data
D0960,Station run pretty.,HR,High,P1,Reopened,2025-02-13,,Security,Technical
D0961,Responsibility you evidence chair wife indeed financial.,Finance,Critical,P1,Open,2025-02-11,,Integration,Data
D0962,Trade your a foreign soon section.,Accounts Payable,Critical,P1,In Progress,2025-02-01,,Performance,Functional
D0963,Behavior poor forward bank analysis moment.,Finance,High,P3,In Progress,2025-04-13,,Data Conversion,Functional
D0964,Technology husband condition charge.,Accounts Payable,Critical,P1,Open,2025-03-09,,Security,Data
D0965,Doctor with serious account.,HR,Low,P2,Reopened,2025-03-12,,Security,Functional
D0966,Speech resource color must stand cultural here street.,HR,High,P3,In Progress,2025-02-03,,Performance,Technical
D0967,Certainly consider four sea treatment boy end seek.,Sales,Low,P3,In Progress,2025-04-05,,UI Gap,Data
D0968,Mouth second drive year product write.,Sales,High,P2,In Progress,2025-02-16,,Performance,Functional
D0969,Forward indicate part increase key young talk top.,Sales,High,P2,Closed,2025-03-11,2025-03-28,Security,UI
D0970,Instead single local however lead final anything.,Procurement,High,P2,Closed,2025-01-25,2025-02-08,Integration,Data
D0971,Among she us walk Mrs.,HR,Medium,P3,Open,2025-04-04,,Data Conversion,Technical
D0972,Line speak relate trial represent tonight.,Procurement,Low,P1,Reopened,2025-03-07,,UI Gap,UI
D0973,Evening always attack fear particular economy forward.,Accounts Payable,Critical,P3,Closed,2025-03-29,2025-03-30,Configuration,Data
D0974,Than risk range safe.,Inventory,Critical,P3,Reopened,2025-01-18,,Security,Data
D0975,Know pass listen seat position usually.,Procurement,Critical,P1,In Progress,2025-04-02,,UI Gap,Data
D0976,City Republican fine employee.,Procurement,Low,P2,Closed,2025-03-30,2025-04-13,Integration,Functional
D0977,Thought eight conference peace scientist sit population.,Procurement,High,P3,Closed,2025-02-05,2025-03-31,Security,Functional
D0978,Probably program election thing coach in center.,Sales,Critical,P2,Closed,2025-02-01,2025-02-14,Configuration,UI
D0979,Find suddenly present mother change amount through.,Accounts Payable,Low,P2,Reopened,2025-03-13,,Data Conversion,UI
D0980,Strategy capital director.,Sales,High,P3,Closed,2025-04-09,2025-04-12,Configuration,Data
D0981,Little weight above free trade interest.,Accounts Payable,Critical,P3,Open,2025-02-11,,Configuration,UI
D0982,Child list write water technology year.,Accounts Payable,High,P1,Closed,2025-03-03,2025-03-25,Configuration,UI
D0983,Us speech man assume.,Procurement,Medium,P2,In Progress,2025-04-01,,Performance,UI
D0984,Her teacher cover particularly food rule actually.,Inventory,Critical,P2,Reopened,2025-04-02,,Data Conversion,Functional
D0985,Community time despite know hear.,Finance,High,P3,Reopened,2025-04-10,,Performance,Data
D0986,Dog degree watch clear.,Accounts Receivable,Critical,P3,Reopened,2025-03-12,,UI Gap,Functional
D0987,Worker check them pattern.,Sales,Low,P2,Closed,2025-02-14,2025-03-16,Performance,Data
D0988,Dark Congress child.,Procurement,Critical,P1,In Progress,2025-01-20,,UI Gap,Technical
D0989,Military market source audience sea.,Inventory,High,P3,In Progress,2025-02-27,,Data Conversion,Technical
D0990,Production method collection political question general strong.,Inventory,Low,P3,Reopened,2025-03-04,,Security,Functional
D0991,Word up social.,Finance,Medium,P3,In Progress,2025-04-04,,Configuration,Functional
D0992,Nation yard life sell hand form.,Procurement,Critical,P1,In Progress,2025-04-08,,Integration,Functional
D0993,Old phone hard price Republican life eight.,Accounts Receivable,Critical,P1,Open,2025-02-04,,Performance,Data
D0994,If story help move statement challenge.,Sales,Critical,P1,Reopened,2025-01-28,,UI Gap,Technical
D0995,Political head buy on improve.,Finance,Low,P3,Reopened,2025-01-29,,Data Conversion,Data
D0996,Cover factor carry fund church.,Inventory,Critical,P2,Open,2025-04-01,,Integration,Functional
D0997,Entire happen factor push size you.,Inventory,High,P1,In Progress,2025-04-10,,Data Conversion,Data
D0998,Room military light in can until threat.,Procurement,Critical,P3,Open,2025-03-01,,UI Gap,Data
D0999,Position thought check team truth future also.,Procurement,Critical,P2,Reopened,2025-04-09,,Performance,Technical
D1000,Head true focus two option sing red.,Accounts Receivable,High,P2,In Progress,2025-03-17,,Configuration,Data
